id,isbn,name,author,publishing,publisheddate,price,pages,description
192,9.78711E+12,AutoCAD2010中文版 电气设计实例教程,康士廷 刘昌丽 熊慧,机械工业出版社,Aug-10,48,48,"《AutoCAD中文版学习进阶系列?AutoCAD 2010中文版电气设计实例教程(附DVD-ROM光盘1张)》分为基础知识和设计实例两部分，前者包括电气制图规则和制图方法、AutoCAD基础知识、二维绘制与编辑命令、快速绘图工具、常用电气元件的绘制以及电气图制图规则和表示方法，这一部分为后面的具体设计进行必要的知识准备，交代电气设计的基本知识要点；后者包括机械电气设计、电力电气工程图设计、电路图设计、控制电气图设计、通信工程图设计、建筑电气平面图设计和建筑电气系统图设计。
随书配送光盘包含全书讲解实例和引申源文件以及实例操作过程配音讲解动画AVI文件，可以帮助读者轻松自如地学习《AutoCAD中文版学习进阶系列?AutoCAD 2010中文版电气设计实例教程(附DVD-ROM光盘1张)》。"
193,9.78711E+12,混凝土结构(2),奚毓?,中国建筑工业出版社,1997/1/1,19,19,《混凝土结构2:高层建筑结构抗震设计》由中国建筑工业出版社出版。
194,9.78711E+12,FRANCE建筑工作室,伍江等译,中国建筑工业出版社,Apr-99,260,260,一、精选及近期作品； 二、工作室简介。
195,9.78711E+12,建筑构造.上册,李必瑜,中国建筑工业出版社,2000年1月,15.4,15,《建筑构造(上册)》由中国建筑工业出版社出版。
196,9.78711E+12,建筑工程设计施工详细图集,陈世霖,中国建筑工业出版社,Jan-03,57,57,《建筑工程设计施工详细图集:装饰工程2》为建筑内墙（柱）装修，包括花岗石、大理石室内墙面及柱面装修，建筑装饰涂料内墙装修，纸面石膏板室内墙、柱装修，玻璃装饰板、砖市内墙、柱装修，金属饰面板室内墙、柱装修等13个大类的内容。
197,9.78711E+12,电梯安装维修人员安全手册,彭捷,中国建筑工业出版社,2000/6/1,18,18,《电梯安装维修人员安全手册》是由中国建筑工业出版社出版的。
198,9.78711E+12,《建设行政管理人员法律知识读本》学习指南,何伯洲,中国建工,Feb-02,18,18,"《建设行政管理人员法律知识读本学习指南》共分五部分：1.《建设行政管理人员法律知识读本》学习指导；2.《建设行政管理人员法律知识读本》练习题；3.工程建设领域典型案例；4.《建设行政管理人员法律知识读本》学习参考资料；5.《建设行政管理人员法律知识读本》练习题参考答案。《建设行政管理人员法律知识读本学习指南》旨在帮助建设行政管理人员系统、全面和准确地掌握工程建设领域的重要法律法规（如《城市规划法》、《建筑法》、《招标投标法》、《建设工程质量管理条例》、《建设工程勘察设计管理条例》等）及相关的行政、民事法律法规（如《行政复议法》、《行政诉讼法》等）。
《建设行政管理人员法律知识读本学习指南》是全国建设行政管理人员法律知识培训指定教材《建设行政管理人员法律知识读本》的配套用书，也可供广大建设行政管理人员及工程管理专业的师生在工作和学习中参考和使用。"
199,9.78711E+12,城市水工程建设监理,王季震 编,中国建筑工业出版社,Jan-04,24,24,"本书根据我国建设工程监理的最新资料，结合给水排水工程学科专业改革的进展情况，系统地分析了城市水工程建设监理的基本理论和方法，特别注重密切联系我国城市污水处理厂等城市水工程建设监理的实际，深入分析实际工作的难点，具有较强的可操作性。
    全书共十二章，内容包括：绪论、监理工程师、工程监理企业、城市水工程建设监理全同、城市水工程建设监理目标控制、城市水工程建设监理程序和组织、城市水工程建设监理规划、城市水工程设计阶段监理、城市水工程施工招标阶段监理、城市水工程施工阶段监理、城市水工程建设监理监理实例和涉外城市水荛建设监理简介。另外，书后附录了《中华人民共和国建筑法》对工程监理的规定、《工程监理企业资质管理规定》、《建设工程监理范围和规模标准规定》和《建设工程监理规范》四个文件，以便读者随时查阅。 
    本书为普通高等教育土建学科专业“十五”规划教材，也可供建设工程监理企业、工程建设单位、施工单位、建设行政主管部门、计划部门、金融机构和管理和技术人员参阅。"
200,9.78711E+12,CONSTITUTIVE EQUATIONS FOR CONCRETE AND SOIL,韩大建,中国建筑,2005/5/1,69,69,《混凝土和土的本构方程》为土木工程专业研究生系列教材之一《混凝土和土的本构方程》的英文版。《混凝土和土的本构方程》编写简明扼要，可读性强，其中文版以由中国建筑工业出版社出版。《混凝土和土的本构方程》可作为高等院校研究生或大学高年级教材，也可供工程技术人员参考使用。同时为高校师生及相关技术人员提供了一本价值较高的专业外语读物。
201,9.78711E+12,钢结构的平面内稳定,童根树,中国建筑工业出版社,Oct-05,43,43,本书通过简单模型系统地阐述了判断结构稳定性的基本原理、方法和过程，通过压杆弹性稳定性的研究，介绍了轴力作用后构件刚度的变化，介绍了钢结构构件截面的弹塑性性能，截面发生塑性流动的现象，压杆弹塑性失稳的数值积分方法，各种变分原理和基于变分原理的近似解析法和有限单元法。详细讲述了框架稳定，剪切失稳，剪切失稳和弯曲失稳的相互作用，变截面构件的弹性和弹塑性稳定，双重抗侧力结构体系的稳定性，框架结构分类，压弯杆的稳定性，框架柱按照整层失稳进行平面内稳定计算的方法。非线性分析基础，框架结构几何和材料非线性分析的拖动坐标法，非线性分析单元刚度矩阵的刚体检验，增量－迭代计算的广义刚度参数法。对拱的稳定性也进行了研究。
202,9.78711E+12,混凝土结构 中册 混凝土结构与砌体结构设计,程文瀼 等主编,建筑工业,Jan-05,36,36,"本教材分上、中、下册。上册混凝土结构设计原理，主要讲述基本理论和基本构件。中册混凝土与砌体结构设计，主要讲述楼盖、单层厂房、多层框架、高层建筑、砌体结构。下册混凝土桥梁设计，主要讲述公路混凝土桥总体设计、公路混凝土桥设计原理、混凝土梁式桥、拱式桥以及桥梁墩台设计。
    中册共分5章，主要结合新修订的《混凝土结构设计规范》(GB 50010-2002)、《建筑荷载规范》(GB 50009-2001)、《高层建筑混凝土结构技术规程》(JGJ 3-2002)、《砌体结构设计规范》(GB 50003-2001)编写。内容有：楼盖、单层厂房、多层框架、高层建筑、砌体结构等。
    本教材可作为大学本科土木工程专业的专业课教材，也可供从事混凝土结构与砌体结构设计、制作、施工技术人员参考。"
203,9.78711E+12,直接发生,崔鹏飞,中国建筑工业出版社,Aug-05,39,39,建筑学的基础课程始终是建筑教育中非常重要的环节，怎样将建筑学的初步教育深入浅出并有效的开始，是一个富有挑战的课题。书从一个实践性的角度尝试对这一课题进行了有益的讨论。作者通过一套相对策划完整而新颖的空间研习系列课题，并紧密结合学生作业的实例，从实践的角度尽量以平实轻松的语言阐述建筑基础教育中的最基础的问题。
204,9.78711E+12,融资及案例分析,李健,中国建筑工业出版社,Nov-05,24,24,"随着城镇化进程的深入，我国城市面貌发生了巨大变化，经济持续迅速
发展，人民生活水平显著提高，使城市水业及垃圾处理基础设施的需求增大
，供求矛盾没有得到根本的缓解。造成这一状况的深层原因是城市水业及垃
圾处理设施投融资体制及其运行机制改革相对滞后。解决这一问题的根本出
路，是引入竞争机制，逐步建立和完善以公共财政投入为主导、多元化筹资
相结合的城市水业及垃圾处理基础设施投融资体制，本书即全面系统地介绍
了融资模式和案例分析。全书共分七章，第l章为绪论，简述厂目前融资的
现状及存在的主要问题；第2章介绍了国外现行水业及垃圾处理基础设施融
资；随后的两章述及了我国现行水业及垃圾处理基础设施建设融资的外部环
境，以及符合国情的融资模式；第5章和第6章分别阐述了BOT融资模式和生
命周期与投资决策；最后列举了国内外一系列基础设施融资案例。"
205,9.78711E+12,房地产开发经营与管理复习纲要及模拟题集,聂琦波 编,中国建筑工业出版社,Jun-06,30,30,《房地产开发经营与管理复习纲要及模拟题集》精选了大量的练习题并提供6套以上模拟试卷，以帮助考生全面检验复习效果，适应考试的题型和题量。为了配合全国房地产估价师执业资格考试，我们组织编写了《中国房地产估价师执业资格考试丛书》。本套丛书从《考试大纲》入手，将大纲中所列的考试内容按照“掌握”、“熟悉”、“了解”三个层次对每一章的内容进行复习指导，力求做到兼顾一般、突出重点，以例题形式对教材中的难点问题深入剖析，使考生能够正确、全面、系统地理解、记忆教材的内容，帮助考生提高复习效率。
206,9.78711E+12,房地产投资,张健,中国建筑工业出版社,Dec-08,36,36,"《房地产投资:实务·政策·常见问题》针对目前我国的房地产机构投资者(信托公司、保险公司、基金公司和投资公司等)、房地产公司以及房地产个人投资者等非常关注的议题进行了较详尽的介绍和讨论；包括房地产投资方式及其基本情况，国内的政策，国际方面的发展信息，常见问题答疑等。内容上共分八章，第一章，房地产投资者；第二章，房地产直接和间接投资；第三章，房地产的需求和供应；第四章，房产价格的决定因素；第五章，政府的房地产政策；第六章，房地产投资的目的和风险；第七章，如何选择和出售房产；第八章，房地产投资的热门话题和策略。
《房地产投资:实务·政策·常见问题》适合一般房地产投资者、房地产金融机构、房地产从业人员及相关专业师生阅读参考。"
207,9.78711E+12,数字建构-青年建筑师作品,徐卫国 利奇,中国建筑工业出版社,Oct-08,99,99,"《数字建构:青年建筑师作品》为“数字建构：2008年国际青年建筑师及学生作品展”建筑师作品集。“数字建构”建筑展试图为57个极具潜力的建筑事务所提供一个展示的窗口，着重展示新数字技术的创新应用。该展览的另一部分为学生建筑作品展，展示26所国际著名建筑院校的学生作品。作为《数字建构:青年建筑师作品》的系列，同时出版的还有学生建筑设计作品集。
“数字建构”指在建筑生产过程中使用物质或非物质的数字技术进行建筑设计及建造。非物质数字技术包括创造性地使用脚本、编程和参数化模型软件：物质数字技术包括创造·性地使用数字建造技术，例如数控切削、3D打印和激光切割。"
208,9.78711E+12,市政工程安全管理及技术资料编制范例,陈顺福,中国建筑工业出版社,Apr-09,48,48,"《市政工程安全管理及技术资料编制范例》内容包括安全生产管理规定，安全技术操作规程和各部门各岗位安全责任制，各工种安全技术操作基本要求及交底，安全技术交底表格格式及内容，安全操作规程技术交底表格格式及内容，其他各类机械安全操作规程技术交底表格格式及内容，各类作业安全技术交底表格格式及内容，市政工程安全检查评分，市政工程施工安全检查评分办法等。
《市政工程安全管理及技术资料编制范例》可作为安全管理人员培训用书，也可供建设工程类各管理人员工作参考。"
209,9.78711E+12,设计素描,邹一了,中国建筑工业出版社,Aug-09,27,27,"《设计素描》发展到现在，有一些问题不得不让我们重新去思考：设计师的思维、方法、技能、修养如何落实到每一门课程的每一课时中，使每个学生通过有效的学习获得实际能力，以致解决理论和形式与实际操作的脱节、知识点与系统能力的分离、学生的知识和能力与进入社会就业的脱节现象？
带着这样的问题，我们把以往的素描、色彩、造型基础、色彩构成、平面构成、立体构成、表现技法、创意表现、设计基础等基础课程内容进行了分析，从以往的教学经验和积累中发现：纯技能的训练往往停留在形式感状态上，纯理论的讲授往往停留在文字概念的理解和认识上，单纯主题内容的训练往往停留在纯粹形式的探索上；技能类的课程一味追求技巧的娴熟掌握，方法类的课程偏重过程的进程和变换手法的把握，创意类的课程追求常规创作流程中的灵感深化挖掘等。现行的设计教育体系易形成理论、形式与实际操作缺乏紧密联系，知识点与系统能力分离，学生的知识、能力体系与就业的要求、实际能力偏离等现实结果。
由此，我们认为：设计师必须具备的每一方面的能力应该贯穿到每一门课程中，在侧重学习不同知识和提高能力的课程中，应该在每个课程内容中都有意识地训练和提升思维、方法、技能、修养四大块的素质与能力。通过各门课程内容中训练课题的实践性操作和学习积累，在亲身体验的实际操作中获得知识和能力同步发展。
有了鲜明的教学改革思路，我们在多次国际专家咨询委员会的交流和启发下，通过探索、实践和积累，在全新体制的学校里探索实践了五年，形成了具有实践意义的“设计基础课程改革系列教材”，即《空间与造型》、《设计形态》、《设计色彩》、《设计素描》、《设计表现》。这五门课程的教学内容取代了以往的近九门课程，围绕设计师必须具备的基础知识和基本能力，既分解又集中地渗透到最基本的概念和主要元素中，从最易起步的认识和学习设计的角度逐步把学生引导到设计的门槛里。"
210,9.78711E+12,启迪,约翰?奥姆斯比?西蒙兹,中国建筑工业出版社,2010/1/1,15,15,《启迪:风景园林大师西蒙兹考察笔记》是一位洞察敏锐的观察者在游历中所得人生体验的集成。虽然每一件轶事由简短的几页组成，但是都富含深意，让人回味无穷，难以释怀。《启迪:风景园林大师西蒙兹考察笔记》作者约翰?奥姆斯比?西蒙兹是举世闻名的风景园林、环境规划领域的教育家、作家和设计大师。他从许许多多的有关建筑、规划及风景园林的讲稿中精心挑选了这些大放异彩的小文章，它们表达了作者保护地球的哲学思想。相信读者们一定会喜欢这本小书，并因此扩大知识面——或许还能稍稍开阔视野。
211,9.78711E+12,智能建筑弱电工程设计与安装,梁华//梁晨,中国建筑工业,Aug-11,79,79,"《智能建筑弱电工程设计与安装》内容简介智能建筑弱电工程是现代信息技术与现代建筑技术相结合的产物，发展迅速。由梁华等编著的《智能建筑弱电工程设计与安装》从工程实际出发，结合国家标准规范，阐述智能建筑工程的设计方法、安装工艺和最新技术。全书共十一章，内容包括智能建筑概论、电话通信系统、计算机网络系统、综合布线系统、厅堂扩声与公共广播系统、音频和视频会议系统、有线电视与卫星电视接收系统、视频监控系统、防盗报警与出人口控制系统、火灾自动报警及联动控制系统、建筑设备自动化系统以及住宅小区智能化系统等。书中列有大量图表和数据，还列举许多典型工程实例，以便理解和应用。
《智能建筑弱电工程设计与安装》取材新颖、图文并茂、内容丰富、力求实用。可供从事智能建筑弱电工程的设计、安装、施工和监理等的技术人员、管理人员及施工人员使用，也可供相关院校和培训班的师生参考。"
212,9.78711E+12,区域生态安全格局,俞孔坚 王思思 李迪华,中国建筑工业出版社,Jan-12,40,40,"《区域生态安全格局:北京案例》内容简介：城市扩张和生态环境的破坏以及耕地面积的减少。是一对客观存在的矛盾。解决这对矛盾的根本出路在于如何精明地发展——用最少的环境代价来实现最有效的发展。这个问题也可以反过来讲，就是如何精明地保护——用最节约、最集约的方式来保护生态过程和环境资产，从而为发展留下尽可能大的空间。水资源的短缺。地下水的超采。洪水灾害和城市内涝，生物栖息地丧失，文化遗产破坏。乡土景观消逝，游憩空间和网络《自行车及步行系统》的侵蚀等。看是孤立的问题。实际上都是密切相关的。通过梳理和整合。可以建立一个集约的战略性空间格局。生态安金格局，来维护一个健全的土地生态系统。系统地解决这些问题。并用这个格局定义城市的发展空间_：这便是“反规划”的核心思想。《区域生态安全格局:北京案例》是俞孔坚及其北京大学研究团队的一个“反规划”案例。系统探讨了区域尺度上生态安全格局的建立以及基于生态安全格局的城市发展预景。通过对北京市水文、地质灾害、生物多样性保护、文化遗产和游憩过程的系统分析。运用GIS和空间分析技术。判别出维护上述各种过程安全的关键性空间格局｛景观安全格局）。进而综合、叠加各单一过程的安全格局。构建具有不同安全水平的综合生态安全格局，形成保障北京城市和区域生态安全的生态基础设施。在此基础上。提出城镇空间发展预景和土地利用空间布局的优化战略。对不同预景进行综合评价，结果显示：基于“满意生态安全格局”（中安全水平）的城市空间格局可以同时满足生态用地、农用地和建设用地的需求，是同时实现精明保护与精明增长的基础。
作为一个研究案例。《区域生态安全格局:北京案例》可为土地利用和国土规划，城市和区域规划的研究与实践提供参考。"
213,9.78711E+12,建筑节能工程监理,王培祥　著,中国建筑工业出版社,2013,38,38,依据《建筑节能工程施工质量验收规范》（GB 50411）及相关规定，详细介绍了建筑节能材料设备监理与验收、主要建筑节能分项工程施工质量监理控制要点、常见建筑节能施工质量通病及监理对策、建筑节能分项工程的质量验收标准等内容。
214,9.78711E+12,物业管理综合实训（第二版）/全国高职高专教育土建类专业教学指导委员会规划推荐教材,黄亮,中国建筑工业出版社,2015,26.4,26,本教程共分11个教学单元，涵盖：物业管理的招标与投标、物业早期介入与物业前期管理服务、物业房屋维修管理实训等。
215,9.78711E+12,中国徽州地区传统村落空间结构的演变,王玉,中国建筑工业出版社,2015/1/1,42,42,《中国徽州地区传统村落空间结构的演变》关注的是传统农村村落空间形态的演变与社会历史形态演变之间的关系。作者经过实地调研和踏勘，通过点状的历史发展片段对传统村落和民居进行客观的描述，用翔实的数据阐述了建筑空间结构与社会生活结构的关系。本书不仅仅站在建筑学和形态学的角度论述建筑问题，试图用更加宽泛的视角对建筑问题探究的研究方法来解读传统农村村落形成的动因以及演变的趋势。
216,9.78711E+12,建筑施工土石方工程安全技术规范,阿莫罗索 费腾,中国建筑工业出版社,2016,10,10,本书选取了大量景观建筑设计的实际案例，它们都是数字化技术应用方面最具代表性的典型设计，这些项目的设计无论在创新设计和探索探究方面均采用了先进的数字化技术，凸显了设计师的设计思维，也印证了数字化技术的广泛应用前景。
217,9.78711E+12,天然气低碳催化燃烧特性和应用,张世红 瓦莱丽 艾伦,中国建筑工业出版社,2015,22.1,22,本书主要介绍了多种天然气催燃烧设备的设计和研究，天然气催化燃烧过程可达到近零污染排放，并对天然气催化燃烧锅炉、烤箱和炉窑的应用前景进行了讨论。天然气催化燃烧实现了真正意义上的低碳脱硝排放，烟气经过高温而达到无菌且成分与新鲜空气相同。天然气催化燃烧在供热、食品工业、化工和炉窑、部分冶金行业和农业中因其燃烧的稳定性、完全燃烧和近零污染可以发挥出普通燃烧不可代替的作用。
218,9.78711E+12,西北荒漠化地区生态民居模式,张群,中国建筑工业出版社,2016,32.3,32,本书运用生态学观点，从“人、建筑与环境”三者之间相互关系角度出发，探讨了地区民居建筑起源与发展的主要动因、矛盾和缺陷，阐明了民居建筑从简单到复杂、从被动适应到主动控制的演变规律，提出了“满足居住需求”是民居建筑演进的原始动力，“科技进步”是建筑发展的支撑条件，阐述了民居建筑基本目标(庇护)的唯一性和建筑表现形式的多样性观点。
219,9.78711E+12,混凝土结构设计（第三版）,梁兴文 史庆轩,中国建筑工业出版社,2016,29.5,29,"本书为高等院校土木工程专业的专业课教材, 主要内容包括: 概论、混凝土梁板结构、单层厂房结构、混凝土框架结构等。"
220,9.78711E+12,施工起重机械安全管理实操手册,张鲁风 中国建筑业协会 北京康建建安建筑工程技术研究有限责任公司,中国建筑工业出版社,2016,30.6,30,本书分三大部分，分别对塔式起重机、施工升降机和物料提升机，从进场查验、安装拆卸、顶升作业、作业区管理、日常检查、维修保养等关键环节入手，采用图文并茂的方式，阐述了安全注意事项、危险源辨识及事故隐患排查处理等。
221,9.78711E+12,光伏建筑设计与实践,罗多 班广生,中国建筑工业出版社,2016,38.3,38,本书深入探索了光伏与建筑两大领域交叉结合的方方面面，从建筑美学到结构安全，从热工学到电气学，从材料到检验等，收录并解说了大量国内外著名的光伏建筑一体化项目，对未来的技术发展和探索也进行了展望。
222,9.78711E+12,中国建筑2016年技术交流会优秀论文集,毛志兵　主编,中国建筑工业出版社,2016,130,130,本书共包含新型建筑工业化、城市轨道交通及地下管廊、高层及超高层建筑三个部分的内容，汇集了腾讯滨海大厦，天津高银117大厦、武汉绿地中心、深圳京基100大厦等工程的技术总结，针对装配整体式混凝土剪力墙结构施工工艺、地下综合管廊预制拼装施工技术、超高层大跨度异形高空钢结构连廊整体提升技术等进了详解介绍。
223,9.78711E+12,黏滞阻尼技术工程设计与应用,丁洁民 吴宏磊,中国建筑工业出版社,2017,83.3,83,本书系统地阐述了黏滞阻尼技术在结构设计中的基本理论、分析方法和设计方法，以及在建筑工程中的应用。内容包括消能减震技术发展的背景；黏滞阻尼器的构造、性能、力学模型与软件模拟；黏滞阻尼耗能结构分析理论与方法；黏滞阻尼伸臂结构设计；黏滞阻尼墙结构设计；黏滞阻尼器在建筑工程中的应用，包括同济设计院7个案例和日建设计3个案例。
224,9.78711E+12,建设项目竣工决算百问,杨章金  杨 婷  杨雁  温海英  李宏舟,中国建筑工业出版社,2017,38,38,本书就建设项目竣工决算报告编审工作中常见问题，按报告的构成分类集中给予解答，还专章解答了技改竣工决算涉及的特殊问题以及竣工决算报告的后期利用问题
225,9.78711E+12,建筑人类学,[英] 维克多·布克利,中国建筑工业出版社,May-18,45,45,自从人类学作为一个学科存在以来，人类学家就在思考建筑形式。这本书首次综述式地展示了人类学家怎样去研究建筑，以及研究所带来的丰富思想和信息。该书聚焦于居住空间——人类学家传统上十分熟悉的研究语境，解释了人类学家们如何思考公共与私人的边界，性别、性和身体，建成形式以及材料的物质性，建筑技术和建筑表现。每一章都使用了来自世界各地的大量案例进行研究，从人类学内部考察建筑到底“做”了什么——建筑如何塑造人与形态，如何维系和解析社会关系。
226,9.78711E+12,建筑电气施工图设计与审查问题详解,宫周鼎 著,中国建筑工业出版社,2018,68,68,本书内容共13章，包括：建筑电气审图的宏观把握与控制要点；供配电系统；变、配电所及自备应急电源；低压电器；线缆管槽的选择与敷设；建筑照明设计；防雷、接地与等电位保护；住宅电气、适老性、残疾人保护等；火灾报警、漏电保护、电源监测；建筑智能化系统；弱电机房工程；建筑电气节能与绿色建筑；人防工程及其他问题。
227,9.78711E+12,2019年一级注册建筑师考试应试辅导：设计前期与场地设计,倪吉昌,中国建筑工业出版社,2018,22.7,22,本书从建筑类别、已考题目、待考题目、知识点解析等方面解读《设计前期与场地设计》科目的考点、难点，结合新标准规范深度解读历年考试真题，并为考生制定应考方案，详解答题技巧，提出考试要点。
228,9.78711E+12,高性能混凝土――材料特性与设计,等,中国铁道出版社,Jun-97,26.5,26,"内 容 简 介
高性能混凝土是近年来发展起来的一种新型混凝土，它不仅具有很高的强度，而
且还有很高的耐久性。本书是欧洲国际材料与试验室联合会主席Wittmann博士主
编的介绍各类高性能混凝土在各种情况下的材料特性、材料配比和设计方法的一部
专著。书中内容科学、实用、新颖，对从事建筑材料、土木工程设计、研究和施工的人员
有较高的参考价值。"
229,9.78711E+12,铁路路风常用词典,贾新民,中国铁道出版社,Aug-01,9,9,本书是为方便广大铁路职工有效开展
230,9.78711E+12,Delphi开发实用编程200例,周亚玲/苏治中编,中国铁道出版社,Jan-06,48,48,"Delphi开发实用编程200例，ISBN：9787113045777，作者：周亚玲, 苏治中编著"
231,9.78711E+12,3ds max 6三维建模与动画基础培训教程,王红卫编,中国铁道出版社,Jan-04,21,21,"《3ds max6三维建模与动画基础培训教程》介绍了3ds max 6.0的界面、基本操作、基础建模、合成建模、编辑修改器，介绍了基础材质、高级材质、动画与运动、粒子和空间扭曲相关知识。每一章后面配有相应的习题。3ds max是当今运行在PC机上最畅销的三维动画和建模软件，为影视和广告制作人员提供了强有力的工具。而3ds max 6是Discreet公司目前推出的最新版本。《3ds max6三维建模与动画基础培训教程》是针对3ds max 6的基础应用而撰写的一本入门级教材。
    《3ds max6三维建模与动画基础培训教程》共分18章，在有限的篇幅，首先介绍了3ds max 6.0的界面、基本操作、基础建模、合成建模、编辑修改器，然后介绍了基础材质、高级材质、动画与运动、粒子和空间扭曲相关知识。在每一章后面都配有相应的习题，使读者在学完后能及时复习。
    《3ds max6三维建模与动画基础培训教程》内容详实、逻辑清晰、语言流畅、可操作性强，非常适合用作3ds max 6.0的自学或培训教材。
    《3ds max6三维建模与动画基础培训教程》既适合于3ds max 6的入门教材，也适合于有一定经验的读者对各种功能和技巧的继续熟练和掌握。"
232,9.78711E+12,Visual Basic程序设计基础,柴欣 武优西,中国铁道出版社,Oct-05,25,25,"《Visual Basic程序设计基础(第3版)》是学习VB语言程序设计的基础教程，全书较为系统的讲述了VB语言的基础知识、基本规则及编程方法，在此基础上，对VB可视化设计的重要特征如窗体、控件、菜单等的使用进行了讲解，对VB的一些应用进行了介绍。《Visual Basic程序设计基础(第3版)》加强基础、注重实践，在内容讲解上采用循序渐进逐步深入的方法，突出重点，注意将难点分开，使读者易学易懂。
《Visual Basic程序设计基础(第3版)》可作为大专院校各专业程序设计的正式教材，也可以作为广大软件开发 人员和自学者的参考用书，还可作为计算机培训班的培训教材，是初学者的得力帮手。"
233,9.78711E+12,赢得顾客的五个步骤,尹传高,中国铁道,Apr-06,25,25,"如何让培训能举一反三？
　　如何在培训后马上行动？
　　如何把现象转移为规律？
　　如何让理性也变得轻松？
　　本书对此都有切实可行的见解，并能为读者解决这样的问题：
　　——创业者如何做到客户定位；
　　——经营者如何找到真正属于自己的顾客；
　　——营销人员如何对营销形成本质性的认识。
　　作者梳理出大量的知识和方法，打破企业市场营销的增长瓶颈，消除了营销体系的结构滞涨，帮助企业寻找营销变革的战略动态平衡。"
234,9.78711E+12,SolidWorks2006原厂教育训练手册,实威科技,中国铁道出版社,Sep-06,72,72,"本书是由SolidWorks原厂训练手册编译而成的，通过原厂的训练课程和范例练习，使读者进一步在SolidWorks软件的使用上得心应手，并在设计中发挥最佳水平。
　　书中除了基本课程，还涵盖了钣金、复杂零件、曲面和电子视图等多项功能的完整剖析，内容丰富、循序渐进，是引导读者阅读学习的捷径。本书附赠一张随书光盘，内含书中所有范例文件和试用版eDrawing软件。
　　全书围绕着训练方法的流程和任务编写，强调读者能遵循完成某种特定工作任务的过程，利用实例进行讲解并配以图解说明，使读者轻松地完成设计任务。"
235,9.78711E+12,脱线的尖鼻鼠,林建军 绘,中国铁道,Jul-11,25,25,《脱线的尖鼻鼠》内容简介：小时候上课爱讲话，老师就说我们的“神经线”接到了“广播线”。我们这里的“脱线”是指说话做事脱离常规。当“神经脱线。的时候，就会发生很多有趣的事情。
236,9.78711E+12,马尔代夫旅行Let's Go,陈荣,中国铁道,Feb-12,36.8,36,《马尔代夫旅行Let's Go》内容简介：去马尔代夫应该怎样去？去之前要准备什么证件与行李？到了马尔代夫应该怎样选择岛屿，玩什么，吃什么，有什么特产应该如何快乐潜水？遇到了突发情况，你应该怎样去应对？各个岛上有什么最受欢迎的项目？这引些难题，《马尔代夫旅行，Let's Go》将会为你一一解决。
237,9.78711E+12,数控加工技术与技能训练/中等职业学校模具制造技术专业规划教材,张萍,中国铁道出版社,2013,19.3,19,本书数控技术基础篇介绍了数控机床的组成、分类以及数控车削工艺与编程技术基础常识和数控铣削工艺与编程技术基础常识等内容，数控车削操作技能训练篇和数控铣削操作技能训练篇中的技能训练项目选自生产、教学实际，每个项目设有项目要求、相关知识、项目实施、项目评价和项目总结等内容。
238,9.78711E+12,沉默道钉的足迹：纪念华工建设美国铁路,黄安年 著 ； 李炬 著,中国铁道出版社,Sep-15,242.1,242,《沉默道钉的足迹：纪念华工建设美国铁路》着重探寻华工参与修筑太平洋铁路的足迹，全书分为四大部分，分别是修路缘由；开路先锋；探寻足迹；缅怀道钉。展现了华工参与中央太平洋铁路最困难时期和最艰巨地段的兴建过程，也展现了华工作为完成太平洋铁路基础性工程的主力军的真实生活。　　该书是一本图文并茂的画册，精选具有历史和探询价值和品质好的照片近600幅。本书采用的图片多经作者反复对比考察。作者李炬四次探寻中央太平洋铁路沿线，对照历史老照片进行再拍摄，开创了新旧历史图片对比研究美国铁路华工的新思路。本书兼具可读性、知识性、资料性。
239,9.78711E+12,短线操盘实战之捕获涨停板,曹明成 谭文,中国铁道出版社,2016,39.4,39,本书开篇介绍了涨停板的基本面，为投资者继续研读涨停板的捕捉技发提供了理论上的支持；之后从量能、均线、K线等方面入手系统的介绍了以这些因素为主要手段来追击涨停的方法；接下来介绍了在由操盘方法、涨停动因、庄股操盘等方面所引起的涨停板下，投资者如何进行操作的应对技巧。最后以投资者追涨买入后的策略结尾，完整的介绍了投资者追击涨停的方法和注意事项。
240,9.78711E+12,泰国,亲历者编辑部,中国铁道出版社,2016,13,13,本书分为精华两周游、海岛一周游两部分，精选泰国热门城市，提供丰富的文化解读和实用的旅行攻略。旨在帮助旅行者读懂泰国，并能从中更好地体验当地文化。
241,9.78711E+12,IT创新思维与创新方法,周苏,中国铁道出版社,2016,42.9,42,本书包括创新的基础知识、创新驱动发展、“互联网+”行动计划、计算思维与工程教育、信息技术的融合创新、大数据时代的思维变革、创新思维与创新技法、创新等级与技术系统进化、创新原理及其运用、解决技术矛盾与物理矛盾、知识产权保护与软件著作权、用TRIZ方法解决创新问题等内容。
242,9.78711E+12,城市轨道交通运营管理/城市轨道交通系列丛书,林瑜筠,中国铁道出版社,2017,33.4,33,本书主要内容包括: 城市轨道交通运营管理的运营计划、运营调度指挥、车站工作组织、票务管理、车辆段工作组织、安全管理和应急运输组织等。
